attack,defense,height,hidden_ability,hp,main_ability,name,national,sp_attack,sp_defense,species,speed,total_stats,types,weight
61,40,0.7 m (2′04″),Poison Touch,48,"Anticipation,Dry Skin",Croagunk,453,61,40,Toxic Mouth Pokémon,50,300,"Poison,Fighting",23.0 kg (50.7 lbs)
106,65,1.3 m (4′03″),Poison Touch,83,"Anticipation,Dry Skin",Toxicroak,454,86,65,Toxic Mouth Pokémon,85,490,"Poison,Fighting",44.4 kg (97.9 lbs)
100,72,1.4 m (4′07″),,74,Levitate,Carnivine,455,90,72,Bug Catcher Pokémon,46,454,Grass,27.0 kg (59.5 lbs)
49,56,0.4 m (1′04″),Water Veil,49,"Swift Swim,Storm Drain",Finneon,456,49,61,Wing Fish Pokémon,66,330,Water,7.0 kg (15.4 lbs)
69,76,1.2 m (3′11″),Water Veil,69,"Swift Swim,Storm Drain",Lumineon,457,69,86,Neon Pokémon,91,460,Water,24.0 kg (52.9 lbs)
20,50,1.0 m (3′03″),Water Veil,45,"Swift Swim,Water Absorb",Mantyke,458,60,120,Kite Pokémon,50,345,"Water,Flying",65.0 kg (143.3 lbs)
62,50,1.0 m (3′03″),Soundproof,60,Snow Warning,Snover,459,62,60,Frost Tree Pokémon,40,334,"Grass,Ice",50.5 kg (111.3 lbs)
92,75,"2.2 m (7′03″),2.7 m (8′10″)",Soundproof,90,"Snow Warning,Snow Warning",Abomasnow,460,92,85,"Frost Tree Pokémon,Frost Tree Pokémon",60,494,"Grass,Ice,Grass,Ice","135.5 kg (298.7 lbs),185.0 kg (407.9 lbs)"
120,65,1.1 m (3′07″),Pickpocket,70,Pressure,Weavile,461,45,85,Sharp Claw Pokémon,125,510,"Dark,Ice",34.0 kg (75.0 lbs)
70,115,1.2 m (3′11″),Analytic,70,"Magnet Pull,Sturdy",Magnezone,462,130,90,Magnet Area Pokémon,60,535,"Electric,Steel",180.0 kg (396.8 lbs)
85,95,1.7 m (5′07″),Cloud Nine,110,"Own Tempo,Oblivious",Lickilicky,463,80,95,Licking Pokémon,50,515,Normal,140.0 kg (308.6 lbs)
140,130,2.4 m (7′10″),Reckless,115,"Lightning Rod,Solid Rock",Rhyperior,464,55,55,Drill Pokémon,40,535,"Ground,Rock",282.8 kg (623.5 lbs)
100,125,2.0 m (6′07″),Regenerator,100,"Chlorophyll,Leaf Guard",Tangrowth,465,110,50,Vine Pokémon,50,535,Grass,128.6 kg (283.5 lbs)
123,67,1.8 m (5′11″),Vital Spirit,75,Motor Drive,Electivire,466,95,85,Thunderbolt Pokémon,95,540,Electric,138.6 kg (305.6 lbs)
95,67,1.6 m (5′03″),Vital Spirit,75,Flame Body,Magmortar,467,125,95,Blast Pokémon,83,540,Fire,68.0 kg (149.9 lbs)
50,95,1.5 m (4′11″),Super Luck,85,"Hustle,Serene Grace",Togekiss,468,120,115,Jubilee Pokémon,80,545,"Fairy,Flying",38.0 kg (83.8 lbs)
76,86,1.9 m (6′03″),Frisk,86,"Speed Boost,Tinted Lens",Yanmega,469,116,56,Ogre Darner Pokémon,95,515,"Bug,Flying",51.5 kg (113.5 lbs)
110,130,1.0 m (3′03″),Chlorophyll,65,Leaf Guard,Leafeon,470,60,65,Verdant Pokémon,95,525,Grass,25.5 kg (56.2 lbs)
60,110,0.8 m (2′07″),Ice Body,65,Snow Cloak,Glaceon,471,130,95,Fresh Snow Pokémon,65,525,Ice,25.9 kg (57.1 lbs)
95,125,2.0 m (6′07″),Poison Heal,75,"Hyper Cutter,Sand Veil",Gliscor,472,45,75,Fang Scorp Pokémon,95,510,"Ground,Flying",42.5 kg (93.7 lbs)
130,80,2.5 m (8′02″),Thick Fat,110,"Oblivious,Snow Cloak",Mamoswine,473,70,60,Twin Tusk Pokémon,80,530,"Ice,Ground",291.0 kg (641.5 lbs)
80,70,0.9 m (2′11″),Analytic,85,"Adaptability,Download",Porygon-Z,474,135,75,Virtual Pokémon,90,535,Normal,34.0 kg (75.0 lbs)
125,65,"1.6 m (5′03″),1.6 m (5′03″)",Justified,68,"Steadfast,Inner Focus",Gallade,475,65,115,"Blade Pokémon,Blade Pokémon",80,518,"Psychic,Fighting,Psychic,Fighting","52.0 kg (114.6 lbs),56.4 kg (124.3 lbs)"
55,145,1.4 m (4′07″),Sand Force,60,"Sturdy,Magnet Pull",Probopass,476,75,150,Compass Pokémon,40,525,"Rock,Steel",340.0 kg (749.6 lbs)
100,135,2.2 m (7′03″),Frisk,45,Pressure,Dusknoir,477,65,135,Gripper Pokémon,45,525,Ghost,106.6 kg (235.0 lbs)
80,70,1.3 m (4′03″),Cursed Body,70,Snow Cloak,Froslass,478,80,70,Snow Land Pokémon,110,480,"Ice,Ghost",26.6 kg (58.6 lbs)
50,77,"0.3 m (1′00″),0.3 m (1′00″),0.3 m (1′00″),0.3 m (1′00″),0.3 m (1′00″),0.3 m (1′00″)",,50,"Levitate,Levitate,Levitate,Levitate,Levitate,Levitate",Rotom,479,95,77,"Plasma Pokémon,Plasma Pokémon,Plasma Pokémon,Plasma Pokémon,Plasma Pokémon,Plasma Pokémon",91,440,"Electric,Ghost,Electric,Fire,Electric,Water,Electric,Ice,Electric,Flying,Electric,Grass","0.3 kg (0.7 lbs),0.3 kg (0.7 lbs),0.3 kg (0.7 lbs),0.3 kg (0.7 lbs),0.3 kg (0.7 lbs),0.3 kg (0.7 lbs)"
75,130,0.3 m (1′00″),,75,Levitate,Uxie,480,75,130,Knowledge Pokémon,95,580,Psychic,0.3 kg (0.7 lbs)
105,105,0.3 m (1′00″),,80,Levitate,Mesprit,481,105,105,Emotion Pokémon,80,580,Psychic,0.3 kg (0.7 lbs)
125,70,0.3 m (1′00″),,75,Levitate,Azelf,482,125,70,Willpower Pokémon,115,580,Psychic,0.3 kg (0.7 lbs)
120,120,5.4 m (17′09″),Telepathy,100,Pressure,Dialga,483,150,100,Temporal Pokémon,90,680,"Steel,Dragon",683.0 kg (1505.8 lbs)
120,100,4.2 m (13′09″),Telepathy,90,Pressure,Palkia,484,150,120,Spatial Pokémon,100,680,"Water,Dragon",336.0 kg (740.8 lbs)
90,106,1.7 m (5′07″),Flame Body,91,Flash Fire,Heatran,485,130,106,Lava Dome Pokémon,77,600,"Fire,Steel",430.0 kg (948.0 lbs)
160,110,3.7 m (12′02″),,110,Slow Start,Regigigas,486,80,110,Colossal Pokémon,100,670,Normal,420.0 kg (925.9 lbs)
100,120,"4.5 m (14′09″),6.9 m (22′08″)",Telepathy,150,"Pressure,Levitate",Giratina,487,100,120,"Renegade Pokémon,Renegade Pokémon",90,680,"Ghost,Dragon,Ghost,Dragon","750.0 kg (1653.5 lbs),650.0 kg (1433.0 lbs)"
70,120,1.5 m (4′11″),,120,Levitate,Cresselia,488,75,130,Lunar Pokémon,85,600,Psychic,85.6 kg (188.7 lbs)
80,80,0.4 m (1′04″),,80,Hydration,Phione,489,80,80,Sea Drifter Pokémon,80,480,Water,3.1 kg (6.8 lbs)
100,100,0.3 m (1′00″),,100,Hydration,Manaphy,490,100,100,Seafaring Pokémon,100,600,Water,1.4 kg (3.1 lbs)
90,90,1.5 m (4′11″),,70,Bad Dreams,Darkrai,491,135,90,Pitch-Black Pokémon,125,600,Dark,50.5 kg (111.3 lbs)
100,100,"0.2 m (0′08″),0.4 m (1′04″)",,100,"Natural Cure,Serene Grace",Shaymin,492,100,100,"Gratitude Pokémon,Gratitude Pokémon",100,600,"Grass,Grass,Flying","2.1 kg (4.6 lbs),5.2 kg (11.5 lbs)"
120,120,3.2 m (10′06″),,120,Multitype,Arceus,493,120,120,Alpha Pokémon,120,720,Normal,320.0 kg (705.5 lbs)
100,100,0.4 m (1′04″),,100,Victory Star,Victini,494,100,100,Victory Pokémon,100,600,"Psychic,Fire",4.0 kg (8.8 lbs)
45,55,0.6 m (2′00″),Contrary,45,Overgrow,Snivy,495,45,55,Grass Snake Pokémon,63,308,Grass,8.1 kg (17.9 lbs)
60,75,0.8 m (2′07″),Contrary,60,Overgrow,Servine,496,60,75,Grass Snake Pokémon,83,413,Grass,16.0 kg (35.3 lbs)
75,95,3.3 m (10′10″),Contrary,75,Overgrow,Serperior,497,75,95,Regal Pokémon,113,528,Grass,63.0 kg (138.9 lbs)
63,45,0.5 m (1′08″),Thick Fat,65,Blaze,Tepig,498,45,45,Fire Pig Pokémon,45,308,Fire,9.9 kg (21.8 lbs)
93,55,1.0 m (3′03″),Thick Fat,90,Blaze,Pignite,499,70,55,Fire Pig Pokémon,55,418,"Fire,Fighting",55.5 kg (122.4 lbs)
123,65,1.6 m (5′03″),Reckless,110,Blaze,Emboar,500,100,65,Mega Fire Pig Pokémon,65,528,"Fire,Fighting",150.0 kg (330.7 lbs)
55,45,0.5 m (1′08″),Shell Armor,55,Torrent,Oshawott,501,63,45,Sea Otter Pokémon,45,308,Water,5.9 kg (13.0 lbs)
75,60,0.8 m (2′07″),Shell Armor,75,Torrent,Dewott,502,83,60,Discipline Pokémon,60,413,Water,24.5 kg (54.0 lbs)
100,85,1.5 m (4′11″),Shell Armor,95,Torrent,Samurott,503,108,70,Formidable Pokémon,70,528,Water,94.6 kg (208.6 lbs)
55,39,0.5 m (1′08″),Analytic,45,"Run Away,Keen Eye",Patrat,504,35,39,Scout Pokémon,42,255,Normal,11.6 kg (25.6 lbs)
85,69,1.1 m (3′07″),Analytic,60,"Illuminate,Keen Eye",Watchog,505,60,69,Lookout Pokémon,77,420,Normal,27.0 kg (59.5 lbs)
60,45,0.4 m (1′04″),Run Away,45,"Vital Spirit,Pickup",Lillipup,506,25,45,Puppy Pokémon,55,275,Normal,4.1 kg (9.0 lbs)
80,65,0.9 m (2′11″),Scrappy,65,"Intimidate,Sand Rush",Herdier,507,35,65,Loyal Dog Pokémon,60,370,Normal,14.7 kg (32.4 lbs)
110,90,1.2 m (3′11″),Scrappy,85,"Intimidate,Sand Rush",Stoutland,508,45,90,Big-Hearted Pokémon,80,500,Normal,61.0 kg (134.5 lbs)
50,37,0.4 m (1′04″),Prankster,41,"Limber,Unburden",Purrloin,509,50,37,Devious Pokémon,66,281,Dark,10.1 kg (22.3 lbs)
88,50,1.1 m (3′07″),Prankster,64,"Limber,Unburden",Liepard,510,88,50,Cruel Pokémon,106,446,Dark,37.5 kg (82.7 lbs)
53,48,0.6 m (2′00″),Overgrow,50,Gluttony,Pansage,511,53,48,Grass Monkey Pokémon,64,316,Grass,10.5 kg (23.1 lbs)
98,63,1.1 m (3′07″),Overgrow,75,Gluttony,Simisage,512,98,63,Thorn Monkey Pokémon,101,498,Grass,30.5 kg (67.2 lbs)
53,48,0.6 m (2′00″),Blaze,50,Gluttony,Pansear,513,53,48,High Temp Pokémon,64,316,Fire,11.0 kg (24.3 lbs)
98,63,1.0 m (3′03″),Blaze,75,Gluttony,Simisear,514,98,63,Ember Pokémon,101,498,Fire,28.0 kg (61.7 lbs)
53,48,0.6 m (2′00″),Torrent,50,Gluttony,Panpour,515,53,48,Spray Pokémon,64,316,Water,13.5 kg (29.8 lbs)
98,63,1.0 m (3′03″),Torrent,75,Gluttony,Simipour,516,98,63,Geyser Pokémon,101,498,Water,29.0 kg (63.9 lbs)
25,45,0.6 m (2′00″),Telepathy,76,"Forewarn,Synchronize",Munna,517,67,55,Dream Eater Pokémon,24,292,Psychic,23.3 kg (51.4 lbs)
55,85,1.1 m (3′07″),Telepathy,116,"Forewarn,Synchronize",Musharna,518,107,95,Drowsing Pokémon,29,487,Psychic,60.5 kg (133.4 lbs)
55,50,0.3 m (1′00″),Rivalry,50,"Big Pecks,Super Luck",Pidove,519,36,30,Tiny Pigeon Pokémon,43,264,"Normal,Flying",2.1 kg (4.6 lbs)
77,62,0.6 m (2′00″),Rivalry,62,"Big Pecks,Super Luck",Tranquill,520,50,42,Wild Pigeon Pokémon,65,358,"Normal,Flying",15.0 kg (33.1 lbs)
115,80,1.2 m (3′11″),Rivalry,80,"Big Pecks,Super Luck",Unfezant,521,65,55,Proud Pokémon,93,488,"Normal,Flying",29.0 kg (63.9 lbs)
60,32,0.8 m (2′07″),Sap Sipper,45,"Lightning Rod,Motor Drive",Blitzle,522,50,32,Electrified Pokémon,76,295,Electric,29.8 kg (65.7 lbs)
100,63,1.6 m (5′03″),Sap Sipper,75,"Lightning Rod,Motor Drive",Zebstrika,523,80,63,Thunderbolt Pokémon,116,497,Electric,79.5 kg (175.3 lbs)
75,85,0.4 m (1′04″),Sand Force,55,"Sturdy,Weak Armor",Roggenrola,524,25,25,Mantle Pokémon,15,280,Rock,18.0 kg (39.7 lbs)
105,105,0.9 m (2′11″),Sand Force,70,"Sturdy,Weak Armor",Boldore,525,50,40,Ore Pokémon,20,390,Rock,102.0 kg (224.9 lbs)
135,130,1.7 m (5′07″),Sand Force,85,"Sturdy,Sand Stream",Gigalith,526,60,80,Compressed Pokémon,25,515,Rock,260.0 kg (573.2 lbs)
45,43,0.4 m (1′04″),Simple,65,"Unaware,Klutz",Woobat,527,55,43,Bat Pokémon,72,323,"Psychic,Flying",2.1 kg (4.6 lbs)
57,55,0.9 m (2′11″),Simple,67,"Unaware,Klutz",Swoobat,528,77,55,Courting Pokémon,114,425,"Psychic,Flying",10.5 kg (23.1 lbs)
85,40,0.3 m (1′00″),Mold Breaker,60,"Sand Rush,Sand Force",Drilbur,529,30,45,Mole Pokémon,68,328,Ground,8.5 kg (18.7 lbs)
135,60,0.7 m (2′04″),Mold Breaker,110,"Sand Rush,Sand Force",Excadrill,530,50,65,Subterrene Pokémon,88,508,"Ground,Steel",40.4 kg (89.1 lbs)
60,86,"1.1 m (3′07″),1.5 m (4′11″)",Klutz,103,"Healer,Regenerator,Healer",Audino,531,60,86,"Hearing Pokémon,Hearing Pokémon",50,445,"Normal,Normal,Fairy","31.0 kg (68.3 lbs),32.0 kg (70.5 lbs)"
80,55,0.6 m (2′00″),Iron Fist,75,"Guts,Sheer Force",Timburr,532,25,35,Muscular Pokémon,35,305,Fighting,12.5 kg (27.6 lbs)
105,85,1.2 m (3′11″),Iron Fist,85,"Guts,Sheer Force",Gurdurr,533,40,50,Muscular Pokémon,40,405,Fighting,40.0 kg (88.2 lbs)
140,95,1.4 m (4′07″),Iron Fist,105,"Guts,Sheer Force",Conkeldurr,534,55,65,Muscular Pokémon,45,505,Fighting,87.0 kg (191.8 lbs)
50,40,0.5 m (1′08″),Water Absorb,50,"Swift Swim,Hydration",Tympole,535,50,40,Tadpole Pokémon,64,294,Water,4.5 kg (9.9 lbs)
65,55,0.8 m (2′07″),Water Absorb,75,"Swift Swim,Hydration",Palpitoad,536,65,55,Vibration Pokémon,69,384,"Water,Ground",17.0 kg (37.5 lbs)
95,75,1.5 m (4′11″),Water Absorb,105,"Swift Swim,Poison Touch",Seismitoad,537,85,75,Vibration Pokémon,74,509,"Water,Ground",62.0 kg (136.7 lbs)
100,85,1.3 m (4′03″),Mold Breaker,120,"Guts,Inner Focus",Throh,538,30,85,Judo Pokémon,45,465,Fighting,55.5 kg (122.4 lbs)
125,75,1.4 m (4′07″),Mold Breaker,75,"Sturdy,Inner Focus",Sawk,539,30,75,Karate Pokémon,85,465,Fighting,51.0 kg (112.4 lbs)
53,70,0.3 m (1′00″),Overcoat,45,"Swarm,Chlorophyll",Sewaddle,540,40,60,Sewing Pokémon,42,310,"Bug,Grass",2.5 kg (5.5 lbs)
63,90,0.5 m (1′08″),Overcoat,55,"Leaf Guard,Chlorophyll",Swadloon,541,50,80,Leaf-Wrapped Pokémon,42,380,"Bug,Grass",7.3 kg (16.1 lbs)
103,80,1.2 m (3′11″),Overcoat,75,"Swarm,Chlorophyll",Leavanny,542,70,80,Nurturing Pokémon,92,500,"Bug,Grass",20.5 kg (45.2 lbs)
45,59,0.4 m (1′04″),Speed Boost,30,"Poison Point,Swarm",Venipede,543,30,39,Centipede Pokémon,57,260,"Bug,Poison",5.3 kg (11.7 lbs)
55,99,1.2 m (3′11″),Speed Boost,40,"Poison Point,Swarm",Whirlipede,544,40,79,Curlipede Pokémon,47,360,"Bug,Poison",58.5 kg (129.0 lbs)
100,89,2.5 m (8′02″),Speed Boost,60,"Poison Point,Swarm",Scolipede,545,55,69,Megapede Pokémon,112,485,"Bug,Poison",200.5 kg (442.0 lbs)
27,60,0.3 m (1′00″),Chlorophyll,40,"Prankster,Infiltrator",Cottonee,546,37,50,Cotton Puff Pokémon,66,280,"Grass,Fairy",0.6 kg (1.3 lbs)
67,85,0.7 m (2′04″),Chlorophyll,60,"Prankster,Infiltrator",Whimsicott,547,77,75,Windveiled Pokémon,116,480,"Grass,Fairy",6.6 kg (14.6 lbs)
35,50,0.5 m (1′08″),Leaf Guard,45,"Chlorophyll,Own Tempo",Petilil,548,70,50,Bulb Pokémon,30,280,Grass,6.6 kg (14.6 lbs)
60,75,1.1 m (3′07″),Leaf Guard,70,"Chlorophyll,Own Tempo",Lilligant,549,110,75,Flowering Pokémon,90,480,Grass,16.3 kg (35.9 lbs)
92,65,"1.0 m (3′03″),1.0 m (3′03″)","Mold Breaker,Mold Breaker",70,"Reckless,Adaptability,Rock Head,Adaptability",Basculin,550,80,55,"Hostile Pokémon,Hostile Pokémon",98,460,"Water,Water","18.0 kg (39.7 lbs),18.0 kg (39.7 lbs)"
72,35,0.7 m (2′04″),Anger Point,50,"Intimidate,Moxie",Sandile,551,35,35,Desert Croc Pokémon,65,292,"Ground,Dark",15.2 kg (33.5 lbs)
82,45,1.0 m (3′03″),Anger Point,60,"Intimidate,Moxie",Krokorok,552,45,45,Desert Croc Pokémon,74,351,"Ground,Dark",33.4 kg (73.6 lbs)
117,80,1.5 m (4′11″),Anger Point,95,"Intimidate,Moxie",Krookodile,553,65,70,Intimidation Pokémon,92,519,"Ground,Dark",96.3 kg (212.3 lbs)
90,45,"0.6 m (2′00″),0.7 m (2′04″)","Inner Focus,Inner Focus",70,"Hustle,Hustle",Darumaka,554,15,45,"Zen Charm Pokémon,Zen Charm Pokémon",50,315,"Fire,Ice","37.5 kg (82.7 lbs),40.0 kg (88.2 lbs)"
140,55,"1.3 m (4′03″),1.3 m (4′03″),1.7 m (5′07″),1.7 m (5′07″)","Zen Mode,Zen Mode,Zen Mode,Zen Mode",105,"Sheer Force,Sheer Force,Gorilla Tactics,Gorilla Tactics",Darmanitan,555,30,55,"Blazing Pokémon,Blazing Pokémon,Zen Charm Pokémon,Zen Charm Pokémon",95,480,"Fire,Fire,Psychic,Ice,Ice,Fire","92.9 kg (204.8 lbs),92.9 kg (204.8 lbs),120.0 kg (264.6 lbs),120.0 kg (264.6 lbs)"
86,67,1.0 m (3′03″),Storm Drain,75,"Water Absorb,Chlorophyll",Maractus,556,106,67,Cactus Pokémon,60,461,Grass,28.0 kg (61.7 lbs)
65,85,0.3 m (1′00″),Weak Armor,50,"Sturdy,Shell Armor",Dwebble,557,35,35,Rock Inn Pokémon,55,325,"Bug,Rock",14.5 kg (32.0 lbs)
105,125,1.4 m (4′07″),Weak Armor,70,"Sturdy,Shell Armor",Crustle,558,65,75,Stone Home Pokémon,45,485,"Bug,Rock",200.0 kg (440.9 lbs)
75,70,0.6 m (2′00″),Intimidate,50,"Shed Skin,Moxie",Scraggy,559,35,70,Shedding Pokémon,48,348,"Dark,Fighting",11.8 kg (26.0 lbs)
90,115,1.1 m (3′07″),Intimidate,65,"Shed Skin,Moxie",Scrafty,560,45,115,Hoodlum Pokémon,58,488,"Dark,Fighting",30.0 kg (66.1 lbs)
58,80,1.4 m (4′07″),Tinted Lens,72,"Wonder Skin,Magic Guard",Sigilyph,561,103,80,Avianoid Pokémon,97,490,"Psychic,Flying",14.0 kg (30.9 lbs)
30,85,"0.5 m (1′08″),0.5 m (1′08″)",,38,"Mummy,Wandering Spirit",Yamask,562,55,65,"Spirit Pokémon,Spirit Pokémon",30,303,"Ghost,Ground,Ghost","1.5 kg (3.3 lbs),1.5 kg (3.3 lbs)"
50,145,1.7 m (5′07″),,58,Mummy,Cofagrigus,563,95,105,Coffin Pokémon,30,483,Ghost,76.5 kg (168.7 lbs)
78,103,0.7 m (2′04″),Swift Swim,54,"Solid Rock,Sturdy",Tirtouga,564,53,45,Prototurtle Pokémon,22,355,"Water,Rock",16.5 kg (36.4 lbs)
108,133,1.2 m (3′11″),Swift Swim,74,"Solid Rock,Sturdy",Carracosta,565,83,65,Prototurtle Pokémon,32,495,"Water,Rock",81.0 kg (178.6 lbs)
112,45,0.5 m (1′08″),,55,Defeatist,Archen,566,74,45,First Bird Pokémon,70,401,"Rock,Flying",9.5 kg (20.9 lbs)
140,65,1.4 m (4′07″),,75,Defeatist,Archeops,567,112,65,First Bird Pokémon,110,567,"Rock,Flying",32.0 kg (70.5 lbs)
50,62,0.6 m (2′00″),Aftermath,50,"Stench,Sticky Hold",Trubbish,568,40,62,Trash Bag Pokémon,65,329,Poison,31.0 kg (68.3 lbs)
95,82,1.9 m (6′03″),Aftermath,80,"Stench,Weak Armor",Garbodor,569,60,82,Trash Heap Pokémon,75,474,Poison,107.3 kg (236.6 lbs)
65,40,0.7 m (2′04″),,40,Illusion,Zorua,570,80,40,Tricky Fox Pokémon,65,330,Dark,12.5 kg (27.6 lbs)
105,60,1.6 m (5′03″),,60,Illusion,Zoroark,571,120,60,Illusion Fox Pokémon,105,510,Dark,81.1 kg (178.8 lbs)
50,40,0.4 m (1′04″),Skill Link,55,"Cute Charm,Technician",Minccino,572,40,40,Chinchilla Pokémon,75,300,Normal,5.8 kg (12.8 lbs)
95,60,0.5 m (1′08″),Skill Link,75,"Cute Charm,Technician",Cinccino,573,65,60,Scarf Pokémon,115,470,Normal,7.5 kg (16.5 lbs)
30,50,0.4 m (1′04″),Shadow Tag,45,"Frisk,Competitive",Gothita,574,55,65,Fixation Pokémon,45,290,Psychic,5.8 kg (12.8 lbs)
45,70,0.7 m (2′04″),Shadow Tag,60,"Frisk,Competitive",Gothorita,575,75,85,Manipulate Pokémon,55,390,Psychic,18.0 kg (39.7 lbs)
55,95,1.5 m (4′11″),Shadow Tag,70,"Frisk,Competitive",Gothitelle,576,95,110,Astral Body Pokémon,65,490,Psychic,44.0 kg (97.0 lbs)
30,40,0.3 m (1′00″),Regenerator,45,"Overcoat,Magic Guard",Solosis,577,105,50,Cell Pokémon,20,290,Psychic,1.0 kg (2.2 lbs)
40,50,0.6 m (2′00″),Regenerator,65,"Overcoat,Magic Guard",Duosion,578,125,60,Mitosis Pokémon,30,370,Psychic,8.0 kg (17.6 lbs)
65,75,1.0 m (3′03″),Regenerator,110,"Overcoat,Magic Guard",Reuniclus,579,125,85,Multiplying Pokémon,30,490,Psychic,20.1 kg (44.3 lbs)
44,50,0.5 m (1′08″),Hydration,62,"Keen Eye,Big Pecks",Ducklett,580,44,50,Water Bird Pokémon,55,305,"Water,Flying",5.5 kg (12.1 lbs)
87,63,1.3 m (4′03″),Hydration,75,"Keen Eye,Big Pecks",Swanna,581,87,63,White Bird Pokémon,98,473,"Water,Flying",24.2 kg (53.4 lbs)
50,50,0.4 m (1′04″),Weak Armor,36,"Ice Body,Snow Cloak",Vanillite,582,65,60,Fresh Snow Pokémon,44,305,Ice,5.7 kg (12.6 lbs)
65,65,1.1 m (3′07″),Weak Armor,51,"Ice Body,Snow Cloak",Vanillish,583,80,75,Icy Snow Pokémon,59,395,Ice,41.0 kg (90.4 lbs)
95,85,1.3 m (4′03″),Weak Armor,71,"Ice Body,Snow Warning",Vanilluxe,584,110,95,Snowstorm Pokémon,79,535,Ice,57.5 kg (126.8 lbs)
60,50,0.6 m (2′00″),Serene Grace,60,"Chlorophyll,Sap Sipper",Deerling,585,40,50,Season Pokémon,75,335,"Normal,Grass",19.5 kg (43.0 lbs)
100,70,1.9 m (6′03″),Serene Grace,80,"Chlorophyll,Sap Sipper",Sawsbuck,586,60,70,Season Pokémon,95,475,"Normal,Grass",92.5 kg (203.9 lbs)
75,60,0.4 m (1′04″),Motor Drive,55,Static,Emolga,587,75,60,Sky Squirrel Pokémon,103,428,"Electric,Flying",5.0 kg (11.0 lbs)
75,45,0.5 m (1′08″),No Guard,50,"Swarm,Shed Skin",Karrablast,588,40,45,Clamping Pokémon,60,315,Bug,5.9 kg (13.0 lbs)
135,105,1.0 m (3′03″),Overcoat,70,"Swarm,Shell Armor",Escavalier,589,60,105,Cavalry Pokémon,20,495,"Bug,Steel",33.0 kg (72.8 lbs)
55,45,0.2 m (0′08″),Regenerator,69,Effect Spore,Foongus,590,55,55,Mushroom Pokémon,15,294,"Grass,Poison",1.0 kg (2.2 lbs)
85,70,0.6 m (2′00″),Regenerator,114,Effect Spore,Amoonguss,591,85,80,Mushroom Pokémon,30,464,"Grass,Poison",10.5 kg (23.1 lbs)
40,50,1.2 m (3′11″),Damp,55,"Water Absorb,Cursed Body",Frillish,592,65,85,Floating Pokémon,40,335,"Water,Ghost",33.0 kg (72.8 lbs)
60,70,2.2 m (7′03″),Damp,100,"Water Absorb,Cursed Body",Jellicent,593,85,105,Floating Pokémon,60,480,"Water,Ghost",135.0 kg (297.6 lbs)
75,80,1.2 m (3′11″),Regenerator,165,"Healer,Hydration",Alomomola,594,40,45,Caring Pokémon,65,470,Water,31.6 kg (69.7 lbs)
47,50,0.1 m (0′04″),Swarm,50,"Compound Eyes,Unnerve",Joltik,595,57,50,Attaching Pokémon,65,319,"Bug,Electric",0.6 kg (1.3 lbs)
77,60,0.8 m (2′07″),Swarm,70,"Compound Eyes,Unnerve",Galvantula,596,97,60,EleSpider Pokémon,108,472,"Bug,Electric",14.3 kg (31.5 lbs)
50,91,0.6 m (2′00″),Anticipation,44,Iron Barbs,Ferroseed,597,24,86,Thorn Seed Pokémon,10,305,"Grass,Steel",18.8 kg (41.4 lbs)
94,131,1.0 m (3′03″),Anticipation,74,Iron Barbs,Ferrothorn,598,54,116,Thorn Pod Pokémon,20,489,"Grass,Steel",110.0 kg (242.5 lbs)
55,70,0.3 m (1′00″),Clear Body,40,"Plus,Minus",Klink,599,45,60,Gear Pokémon,30,300,Steel,21.0 kg (46.3 lbs)
80,95,0.6 m (2′00″),Clear Body,60,"Plus,Minus",Klang,600,70,85,Gear Pokémon,50,440,Steel,51.0 kg (112.4 lbs)
100,115,0.6 m (2′00″),Clear Body,60,"Plus,Minus",Klinklang,601,70,85,Gear Pokémon,90,520,Steel,81.0 kg (178.6 lbs)
55,40,0.2 m (0′08″),,35,Levitate,Tynamo,602,45,40,EleFish Pokémon,60,275,Electric,0.3 kg (0.7 lbs)
85,70,1.2 m (3′11″),,65,Levitate,Eelektrik,603,75,70,EleFish Pokémon,40,405,Electric,22.0 kg (48.5 lbs)
115,80,2.1 m (6′11″),,85,Levitate,Eelektross,604,105,80,EleFish Pokémon,50,515,Electric,80.5 kg (177.5 lbs)
55,55,0.5 m (1′08″),Analytic,55,"Telepathy,Synchronize",Elgyem,605,85,55,Cerebral Pokémon,30,335,Psychic,9.0 kg (19.8 lbs)
75,75,1.0 m (3′03″),Analytic,75,"Telepathy,Synchronize",Beheeyem,606,125,95,Cerebral Pokémon,40,485,Psychic,34.5 kg (76.1 lbs)
30,55,0.3 m (1′00″),Infiltrator,50,"Flash Fire,Flame Body",Litwick,607,65,55,Candle Pokémon,20,275,"Ghost,Fire",3.1 kg (6.8 lbs)
40,60,0.6 m (2′00″),Infiltrator,60,"Flash Fire,Flame Body",Lampent,608,95,60,Lamp Pokémon,55,370,"Ghost,Fire",13.0 kg (28.7 lbs)
55,90,1.0 m (3′03″),Infiltrator,60,"Flash Fire,Flame Body",Chandelure,609,145,90,Luring Pokémon,80,520,"Ghost,Fire",34.3 kg (75.6 lbs)
87,60,0.6 m (2′00″),Unnerve,46,"Rivalry,Mold Breaker",Axew,610,30,40,Tusk Pokémon,57,320,Dragon,18.0 kg (39.7 lbs)
